0.0,1635723536155,0.7693951725959778
1.0,1635723875697,0.7409873008728027
2.0,1635724215048,0.7858056426048279
3.0,1635724554785,0.8164021372795105
4.0,1635724894798,0.8258610963821411
5.0,1635725236843,0.8255897164344788
6.0,1635725576626,0.8362601399421692
7.0,1635725916559,0.8412402868270874
8.0,1635726256587,0.8430730700492859
9.0,1635726596709,0.849537193775177
10.0,1635726936461,0.8525280356407166
11.0,1635727276897,0.8576779961585999
12.0,1635727617585,0.8579607605934143
13.0,1635727958306,0.8644366264343262
14.0,1635728299047,0.8672122955322266
15.0,1635728640252,0.8660270571708679
16.0,1635728981346,0.8708081245422363
17.0,1635729321889,0.8794427514076233
18.0,1635729663294,0.8839484453201294
19.0,1635730003431,0.8951807022094727
20.0,1635730348617,0.8980746865272522
21.0,1635730694054,0.9034712910652161
22.0,1635731040269,0.9118289351463318
23.0,1635731382175,0.9150522947311401
24.0,1635731725009,0.9204133152961731
25.0,1635732067849,0.9220959544181824
26.0,1635732409599,0.9267052412033081
27.0,1635732752031,0.9288892149925232
28.0,1635733094599,0.9326236844062805
29.0,1635733437189,0.9298167824745178
30.0,1635733778841,0.9363316297531128
31.0,1635734119854,0.9380119442939758
32.0,1635734460726,0.941885232925415
33.0,1635734802064,0.9455186128616333
34.0,1635735142971,0.9453060030937195
35.0,1635735483764,0.9480215907096863
36.0,1635735825565,0.9500952363014221
37.0,1635736167159,0.9509577751159668
38.0,1635736508090,0.9534788727760315
39.0,1635736848943,0.9544030427932739
40.0,1635737190066,0.9544845819473267
41.0,1635737532656,0.9564029574394226
42.0,1635737874240,0.9556723237037659
43.0,1635738215883,0.9572336673736572
44.0,1635738557008,0.9593151211738586
45.0,1635738898977,0.9569903016090393
46.0,1635739240287,0.9604883790016174
47.0,1635739582189,0.9615010619163513
48.0,1635739925341,0.9609742164611816
49.0,1635740268397,0.9630930423736572
50.0,1635740611166,0.962963879108429
51.0,1635740954693,0.964019238948822
52.0,1635741297379,0.9641137719154358
53.0,1635741639602,0.9600285887718201
54.0,1635741981203,0.9645453095436096
55.0,1635742322356,0.9647061824798584
56.0,1635742664160,0.9660801887512207
57.0,1635743005827,0.9672080874443054
58.0,1635743346942,0.9669947028160095
59.0,1635743688239,0.9677267670631409
60.0,1635744029528,0.9673507809638977
61.0,1635744370699,0.9677626490592957
62.0,1635744712039,0.9690988063812256
63.0,1635745053422,0.969085693359375
64.0,1635745396369,0.9690446257591248
65.0,1635745740947,0.9705345034599304
66.0,1635746084317,0.9692372679710388
67.0,1635746427071,0.9703969359397888
68.0,1635746769187,0.9708072543144226
69.0,1635747111278,0.9706127047538757
70.0,1635747453677,0.9713454246520996
71.0,1635747797566,0.9708986878395081
72.0,1635748141064,0.9716206789016724
73.0,1635748484181,0.9717980623245239
74.0,1635748825729,0.9724147915840149
75.0,1635749166700,0.9726064205169678
76.0,1635749509851,0.9729469418525696
77.0,1635749852949,0.973019540309906
78.0,1635750196075,0.9737847447395325
79.0,1635750539477,0.973690390586853
80.0,1635750882631,0.9730261564254761
81.0,1635751225419,0.973285436630249
82.0,1635751567746,0.9740431308746338
83.0,1635751910225,0.9737415313720703
84.0,1635752252033,0.9740535616874695
85.0,1635752594130,0.9733652472496033
86.0,1635752936668,0.974155068397522
87.0,1635753279170,0.9751416444778442
88.0,1635753621766,0.9750094413757324
89.0,1635753963619,0.9752674102783203
90.0,1635754305288,0.9755789637565613
91.0,1635754646762,0.9756108522415161
92.0,1635754988224,0.9754626154899597
93.0,1635755330388,0.9746480584144592
94.0,1635755672332,0.9757381677627563
95.0,1635756014309,0.9753568172454834
96.0,1635756356000,0.9751200675964355
97.0,1635756697203,0.974459171295166
98.0,1635757038878,0.9744940400123596
99.0,1635757382512,0.9741573333740234
